,,Unnamed: 0,song,album,lyrics
108,108,108,Most of the Time,,"Most of the time
I’m clear focused all around
Most of the time
I can keep both feet on the ground
I can follow the path, I can read the signs
Stay right with it when the road unwinds
I can handle whatever I stumble upon
I don’t even notice she gone
Most of the time
Most of the time
It’s well understood
Most of the time
I wouldn’t change it if I could
I can make it all match up, I can hold my own
I can deal with the situation right down to the bone
I can survive, I can endure
And I don’t even think about her
Most of the time
Most of the time
My head is on straight
Most of the time
I’m strong enough not to hate
I don’t build up illusion ’till it makes me sick
I ain’t afraid of confusion no matter how thick
I can smile in the face of mankind
Don’t even remember what her lips felt like on mine
Most of the time
Most of the time
She ain’t even in my mind
I wouldn’t know her if I saw her
She’s that far behind
Most of the time
I can’t even be sure
If she was ever with me
Or if I was ever with her
Most of the time
I’m halfway content
Most of the time
I know exactly where it all went
I don’t cheat on myself, I don’t run and hide
Hide from the feelings that are buried inside
I don’t compromise and I don’t pretend
I don’t even care if I ever see her again
Most of the time"
109,109,109,Romance in Durango,,"Hot chili peppers in the blistering sun
Dust on my face and my cape
Me and Magdalena on the run
I think this time we shall escape
Sold my guitar to the baker’s son
For a few crumbs and a place to hide
But I can get another one
And I’ll play for Magdalena as we ride
No Ilores, mi querida
Dios nos vigila
Soon the horse will take us to Durango
Agarrame, mi vida
Soon the desert will be gone
Soon you will be dancing the fandango
Past the Aztec ruins and the ghosts of our people
Hoof beats like castanets on stone
At night I dream of bells in the village steeple
Then I see the bloody face of Ramon
Was it me that shot him down in the Cantina
Was it my hand that held the gun?
Come, let us fly, my Magdalena
The dogs are barking and what’s done is done
In the corrida we’ll sit in the shade
And watch the young torero stand alone
We’ll drink tequila where our grandfathers stayed
When they rode with Villa into Torreón
Then the padre will recite the prayers of old
In the little church this side of town
I will wear new boots and an earring of gold
You’ll shine with diamonds in your wedding gown
The way is long but the end is near
Already the fiesta has begun
The face of God will appear
With His serpent eyes of obsidian
Was that the thunder that I heard?
My head is vibrating, I feel a sharp pain
Come sit by me, don’t say a word
Oh, can it be that I am slain?
Quick, Magdalena, take my gun
Look up in the hills, that flash of light
Aim well my little one
We may not make it through the night
[Chorus]"
110,110,110,"Oh, Sister",,"Oh, sister, when I come to lie in your arms
You should not treat me like a stranger
Our Father would not like the way that you act
And you must realize the danger
Oh, sister, am I not a brother to you
And one deserving of affection?
And is our purpose not the same on this earth
To love and follow His direction?
We grew up together
From the cradle to the grave
We died and were reborn
And then mysteriously saved
Oh, sister, when I come to knock on your door
Don’t turn away, you’ll create sorrow
Time is an ocean but it ends at the shore
You may not see me tomorrow"
111,111,111,Temporary Like Achilles,,"Standing on your window, honey
Yes, I’ve been here before
Feeling so harmless
I’m looking at your second door
How come you don’t send me no regards?
Ya' know I want your loving
Honey, why are you so hard?
Kneeling ’neath your ceiling
Yes, I guess I’ll be here for a while
I’m trying to read your portrait, but
I’m helpless, like a rich man’s child
How come you send someone out to have me barred?
You know I want your lovin’
Honey, why you so hard?
Like a poor fool in his prime
Yes, I know you can hear me walk
But is your heart made out of stone, or is it lime
Or is it just solid rock?
Well, I lean into your hallway
Lean against your velvet door
I watch upon your scorpion
Who crawls across your circus floor
Just what do you think you have to guard?
You know I want your lovin’
Honey, but you’re so hard
(Verse 4)
Achilles is in your alleyway
He don’t want me here, he does brag
He’s pointing to the sky
And he’s hungry, like a man in drag
How come you get someone like him to be your guard?
You know I want your lovin'
Honey, but you’re so hard"
112,112,112,Moonshiner,,"I've been a moonshiner
For seventeen long years
I've spent all my money
On whiskey and beer
I go to some hollow
And sit at my still
And if whiskey dont kill me
Then I dont know what will
I go to some bar room
And drink with my friends
Where the women can't follow
And see what I spend
God bless them pretty women
I wish they was mine
Their breath is as sweet
The dew on the vine
Let me eat when I am hungry
Let me drink when I am dry
A dollar when I am hard up
Religion when I die
The whole world's a bottle
And life's but a dram
When the bottle gets empty
It sure ain't worth a damn"
113,113,113,Joey,,"Born in Red Hook, Brooklyn, in the year of who knows when
Opened up his eyes to the tune of an accordion
Always on the outside of whatever side there was
When they asked him why it had to be that way, “Well,” he answered
“Just because”
Larry was the oldest, Joey was next to last
They called Joe “Crazy,” the baby they called “Kid Blast”
Some say they lived off gambling and runnin’ numbers too
It always seemed they got caught between the mob and the men in blue
Joey, Joey
King of the streets, child of clay
Joey, Joey
What made them want to come and blow you away?
There was talk they killed their rivals, but the truth was far from that
No one ever knew for sure where they were really at
When they tried to strangle Larry, Joey almost hit the roof
He went out that night to seek revenge, thinking he was bulletproof
The war broke out at the break of dawn, it emptied out the streets
Joey and his brothers suffered terrible defeats
Till they ventured out behind the lines and took five prisoners
They stashed them away in a basement, called them amateurs
The hostages were trembling when they heard a man exclaim
“Let’s blow this place to kingdom come, let Con Edison take the blame”
But Joey stepped up, and he raised his hands, said, “We’re not those kind of men
It’s peace and quiet that we need to go back to work again”
The police department hounded him, they called him Mr. Smith
They got him on conspiracy, they were never sure who with
“What time is it?” said the judge to Joey when they met
“Five to ten,” said Joey. The judge says, “That’s exactly what you get”
He did ten years in Attica, reading Nietzsche and Wilhelm Reich
They threw him in the hole one time for trying to stop a strike
His closest friends were black men because they seemed to understand
What it’s like to be in society with a shackle on your hand
When they let him out in ’71 he’d lost a little weight
But he dressed like Jimmy Cagney and I swear he did look great
He tried to find the way back into the life he left behind
To the boss he said, “I have returned and now I want what’s mine”
It was true that in his later years he would not carry a gun
“I’m around too many children,” he’d say, “they should never know of one”
Yet he walked right into the clubhouse of his lifelong deadly foe
Emptied out the register, said, “Tell them it was Crazy Joe”
One day they blew him down in a clam bar in New York
He could see it coming through the door as he lifted up his fork
He pushed the table over to protect his family
Then he staggered out into the streets of Little Italy
Sister Jacqueline and Carmela and mother Mary all did weep
I heard his best friend Frankie say, “He is not dead, he’s just asleep”
Then I saw the old man’s limousine head back towards the grave
I guess he had to say one last goodbye to the son that he could not save
The sun turned cold over President Street and the town of Brooklyn mourned
They said a mass in the old church near the house where he was born
And someday if God’s in heaven overlooking His preserve
I know the men that shot him down will get what they deserve
[Chorus]"
114,114,114,Blind Willie McTell,,"Seen the arrow on the doorpost
Saying, “This land is condemned
All the way from New Orleans
To Jerusalem”
I traveled through East Texas
Where many martyrs fell
And I know no one can sing the blues
Like Blind Willie McTell
Well, I heard that hoot owl singing
As they were taking down the tents
The stars above the barren trees
Were his only audience
Them charcoal gypsy maidens
Can strut their feathers well
But nobody can sing the blues
Like Blind Willie McTell
See them big plantations burning
Hear the cracking of the whips
Smell that sweet magnolia blooming
See the ghosts of slavery ships
I can hear them tribes a-moaning
Hear that undertaker’s bell
Nobody can sing the blues
Like Blind Willie McTell
There’s a woman by the river
With some fine young handsome man
He’s dressed up like a squire
Bootlegged whiskey in his hand
There’s a chain gang on the highway
I can hear them rebels yell
And I know no one can sing the blues
Like Blind Willie McTell
Well, God is in His heaven
And we all want what’s His
But power and greed and corruptible seed
Seem to be all that there is
I’m gazing out the window
Of the St. James Hotel
And I know no one can sing the blues
Like Blind Willie McTell"
115,115,115,Farewell,,"Oh it’s fare thee well my darling’ true
I’m leaving’ in the first hour of the morn
I’m bound off for the bay of Mexico
Or maybe the coast of Californ
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leavin’
That’s a-grievin’ me
But my true love who’s bound to stay behind
Oh the weather is against me and the wind blows hard
And the rain she’s a-turnin’ into hail
I still might strike it lucky on a highway going’ west
Though I’m traveling’ on a path beaten trail
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving’
That’s a-grievin’ me
But my true love who’s bound to stay behind
I will write you a letter from time to time
As I’m rambling’ you can travel with me too
With my head, my heart and my hands, my love
I will send what I learn back home to you
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving’
That’s a-grievin’ me
But my true love who’s bound to stay behind
I will tell you of the laughter and of troubles
Be them somebody else’s or my own
With my hands in my pockets and my coat collar high
I will travel unnoticed and unknown
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving
That’s a-grievin’ me
But my true love who’s bound to stay behind
I’ve heard tell of a town where I might as well be bound
It’s down around the old Mexican plains
They say that the people are all friendly there
And all they ask of you is your name
So it’s fare thee well my own true love
We’ll meet another day, another time
It ain’t the leaving
That’s a-grievin’ me
But my true love who’s bound to stay behind"
116,116,116,Ring Them Bells,,"Ring them bells, ye heathen
From the city that dreams
Ring them bells from the sanctuaries
’Cross the valleys and streams
For they’re deep and they’re wide
And the world’s on its side
And time is running backwards
And so is the bride

Ring them bells St. Peter
Where the four winds blow
Ring them bells with an iron hand
So the people will know
Oh it’s rush hour now
On the wheel and the plow
And the sun is going down
Upon the sacred cow

Ring them bells Sweet Martha
For the poor man’s son
Ring them bells so the world will know
That God is one
Oh the shepherd is asleep
Where the willows weep
And the mountains are filled
With lost sheep

Ring them bells for the blind and the deaf
Ring them bells for all of us who are left
Ring them bells for the chosen few
Who will judge the many when the game is through
Ring them bells, for the time that flies
For the child that cries
When innocence dies

Ring them bells St. Catherine
From the top of the room
Ring them from the fortress
For the lilies that bloom
Oh the lines are long
And the fighting is strong
And they’re breaking down the distance
Between right and wrong"
117,117,117,One More Cup of Coffee,,"Your breath is sweet
Your eyes are like two jewels in the sky
Your back is straight, your hair is smooth
On the pillow where you lie
But I don't sense affection
No gratitude or love
Your loyalty is not to me
But to the stars above
One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below
Your daddy he's an outlaw
And a wanderer by trade
He'll teach you how to pick and choose
And how to throw the blade
He oversees his kingdom
So no stranger does intrude
His voice it trembles as he calls out
For another plate of food
One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below
Your sister sees the future
Like your mama and yourself
You've never learned to read or write
There's no books upon your shelf
And your pleasure knows no limits
Your voice is like a meadowlark
But your heart is like an ocean
Mysterious and dark
One more cup of coffee for the road
One more cup of coffee 'fore I go
To the valley below"
118,118,118,All I Really Want to Do,,"I ain't lookin' to compete with you
Beat or cheat or mistreat you
Simplify you, classify you
Deny, defy or crucify you
All I really want to do
Is, baby, be friends with you
No, and I ain't lookin' to fight with you
Frighten you or uptighten you
Drag you down or drain you down
Chain you down or bring you down
All I really want to do
Is, baby, be friends with you
I ain't lookin' to block you up
Shock or knock or lock you up
Analyze you, categorize you
Finalize you or advertise you
All I really want to do
Is, baby, be friends with you
I don’t wanta' straight-face you
Race or chase you, track or trace you
Or disgrace you or displace you
Or define you or confine you
All I really want to do
Is, baby, be friends with you
I don’t wanta' meet your kin
Make you spin or do you in
Or select you or dissect you
Or inspect you or reject you
All I really want to do
Is, baby, be friends with you
I don’t wanta' fake you out
Take or shake or forsake you out
I ain't lookin' for you to feel like me
See like me or be like me
All I really want to do
Is, baby, be friends with you"
119,119,119,Down the Highway,,"Well, I’m walking down the highway
With my suitcase in my hand
Yes, I’m walking down the highway
With my suitcase in my hand
Lord, I really miss my baby
She’s in some foreign land
Well, your streets are getting empty
Lord, your highway’s getting filled
And your streets are getting empty
And your highway’s getting filled
Well, the way I love that woman
I swear it’s bound to get me killed
Well, I've been gambling so long
Lord, I ain't got much more to lose
Yes, I've been gambling so long
Lord, I ain't a-got much more to lose
Right now I’m having trouble
Please don’t take away my highway shoes
Well, I’m bound to get lucky, baby
Or I’m bound to die trying
Yes, I’m a-bound to get lucky, baby
Lord, Lord, I’m a-bound to die trying
Well, meet me in the middle of the ocean
And we’ll leave this old highway behind
Well, the ocean took my baby
My baby stole my heart from me
Yes, the ocean took my baby
My baby took my heart from me
She packed it all up in a suitcase
Lord, she took it away to Italy, Italy
So, I’m a-walking down your highway
Just as far as my poor eyes can see
Yes, I’m a-walking down your highway
Just as far as my eyes can see
From the Golden Gate Bridge
All the way to the Statue of Liberty"
120,120,120,Standing in the Doorway,,"I'm walking through the summer nights
The jukebox playing low
Yesterday everything was going too fast
Today it's moving too slow
I got no place left to turn
I got nothing left to burn
Don't know if I saw you if I would kiss you or kill you
It probably wouldn't matter to you anyhow
You left me standing in the doorway, crying
I got nothing to go back to now
The light in this place is so bad
Making me sick in the head
All the laughter is just making me sad
The stars have turned cherry red
I'm strumming on my gay guitar
Smoking a cheap cigar
The ghost of our old love has not gone away
Don't look it like it will anytime soon
You left me standing in the doorway, crying
Under the midnight moon
Maybe they'll get me and maybe they won't
But not tonight and it won't be here
There are things I could say, but I don't
I know the mercy of God must be near
I've been riding a midnight train
Got ice water in my veins
I would be crazy if I took you back
It would go up against every rule
You left me standing in the doorway, crying
Suffering like a fool
When the last rays of daylight go down
Buddy, you’ll roll no more
I can hear the church bells ringing in the yard
I wonder who they're ringing for
I know I can't win
But my heart just won't give in
Last night I danced with a stranger
But she just reminded me you were the one
You left me standing in the doorway, crying
In the dark land of the sun
I eat when I'm hungry, drink when I'm dry
And live my life on the square
And even if the flesh falls off of my face
I know someone will be there to care
It always means so much
Even the softest touch
I see nothing to be gained by any explanation
There's no words that need to be said
You left me standing in the doorway, crying
Blues wrapped around my head"
121,121,121,Bob Dylan’s Blues,,"Unlike most of the songs nowadays that have been written up in Tin Pan Alley, that's where most of the folk songs come from nowadays, this, this is a song, this wasn't written up there, this was written somewhere down in the United States
Well, the Lone Ranger and Tonto
They are riding down the line
Fixing everybody’s troubles
Everybody’s except mine
Somebody must have told them
That I was doing fine
Oh you five and ten cent women
With nothing in your heads
I got a real gal I’m loving
And Lord I’ll love her till I’m dead
Go away from my door and my window too
Right now
Lord, I am not going down to no race track
See no sports car run
I don’t have no sports car
And I don’t even care to have one
I can walk anytime around the block
Well, the wind keeps a-blowing me
Up and down the street
With my hat in my hand
And my boots on my feet
Watch out so you don’t step on me
Well, look it here buddy
You want to be like me
Pull out your six-shooter
And rob every bank you can see
Tell the judge I said it was all right
Yes!"
122,122,122,On the Road Again,,"Well, I wake up in the morning
There's frogs inside my socks
Your mama, she's hidin'
Inside the icebox
Your daddy walks in wearin'
A Napoleon Bonaparte mask
Then you ask why I don't live here
Honey, do you have to ask?
Well, I go to pet your monkey
I get a face full of claws
I ask who's in the fireplace
And you tell me Santa Claus
The milkman comes in
He's wearing a derby hat
And you ask why I don't live here
Honey, how come you have to ask me that?
Well, I asked for somethin' to eat
I'm hungry as a hog
So I get brown rice, seaweed
And a dirty hot dog
I've got a hole
Where my stomach disappeared
Then you ask why I don't live here
Honey, I gotta' think you're really weird
Your grandpa's cane
It turns into a sword
Your grandma prays to pictures
That are pasted on a board
Everything inside my pockets
Your uncle steals
And you ask why I don't live here
Honey, I can't believe that you're for real
Well, there's fistfights in the kitchen
They're enough to make me cry
Little mailman comes in
Even he's got to take a side
Even the butler
He's got something to prove
Then you ask why I don't live here
Honey, how come you don't move?"
123,123,123,Last Thoughts on Woody Guthrie,,"I have a poem here. It's not a poem, it's... This is the first concert I played alone in New York, really. An a fellow in Brooklyn State Hospital, his name is Woody Guthrie. But Woody is more than a folk singer. He's really something else more than a folk singer and there's this book coming out that's dedicated to him. And they asked me to write something about Woody, like what does Woody mean to you in 25 words. And I couldn't do it, I wrote out 5 pages and I have it here. I have it here by accident actually. But I'd like to say this out loud. So this is my feelings towards Woody Guthrie. Cannot really be told in how many records of his I buy, it's a lot more than that actually. So if you can roll along with this thing here this is called ""Last Thoughts On Woody Guthrie""
When yer head gets twisted and yer mind grows numb
When you think you're too old, too young, too smart or too dumb
When yer laggin' behind an' losing yer pace
In a slow-motion crawl of life's busy race
No matter what yer doing if you start givin' up
If the wine don't come to the top of yer cup
If the wind's got you sideways with one hand holdin' on
And the other starts slipping and the feeling is gone
And yer train engine fire needs a new spark to catch it
And the wood's easy findin' but yer lazy to fetch it
And yer sidewalk starts curlin' and the street gets too long
And you start walkin' backwards though you know its wrong
And lonesome comes up as down goes the day
And tomorrow's morning seems so far away
And you feel the reins from yer pony are slippin'
And yer rope is a-slidin' cause yer hands are a-drippin'
And yer sun-decked desert and evergreen valleys
Turn to broken down slums and trash-can alleys
And yer sky cries water and yer drain pipe's a-pourin'
And the lightnin's a-flashing and the thunder's a-crashin'
And the windows are rattlin' and breakin' and the roof tops a-shakin'
And yer whole world's a-slamming  and banging
And yer minutes of sun turn to hours of storm
And to yourself you sometimes say
""I never knew it was gonna be this way
Why didn't they tell me the day I was born""
And you start gettin' chills and yer jumping from sweat
And you're looking for something you ain't quite found yet
And yer knee-deep in the dark water with yer hands in the air
And the whole world's a-watching with a window peek stare
And yer good gal leaves and she's long gone a-flying
And yer heart feels sick like fish when they're frying
And yer jackhammer falls from yer hand to yer feet
And you need it badly but it lays on the street
And yer bell's bangin' loudly but you can't hear its beat
And you think yer ears might a been hurt
Or yer eyes've turned filthy from the sight-blinding dirt
And you figured you failed in yesterdays rush
When you were faked out an' fooled while facing a four flush
And all the time you were holdin' three queens
And it's making you mad, it's makin' you mean
Like in the middle of Life magazine
Bouncin' around a pinball machine
And there's something on yer mind you wanna be saying
That somebody someplace oughta be hearin'
But it's trapped on yer tongue and sealed in yer head
And it bothers you badly when you're laying in bed
And no matter how you try you just can't say it
And yer scared to yer soul you just might forget it
And yer eyes get swimmy from the tears in yer head
And yer pillows of feathers turn to blankets of lead
And the lion's mouth opens and yer staring at his teeth
And his jaws start closing with you underneath
And yer flat on your belly with yer hands tied behind
And you wish you'd never taken that last detour sign
And you say to yourself just what am I doing
On this road I'm walkin', on this trail I'm turnin'
On this curve I'm hanging
On this pathway I'm strolling, in the space I'm taking
In this air I'm inhaling
Am I mixed up too much, am I mixed up too hard
Why am I walking, where am I running
What am I saying, what am I knowing
On this guitar I'm playing, on this banjo I'm frailin'
On this mandolin I'm strumming, in the song I'm singin'
In the tune I'm humming, in the words I'm writin'
In the words that I'm thinking
In this ocean of hours I'm all the time drinkin'
Who am I helping, what am I breaking
What am I giving, what am I taking
But you try with your whole soul best
Never to think these thoughts and never to let
Them kind of thoughts gain ground
Or make yer heart pound
But then again you know when they're around
Just waiting for a chance to slip and drop down
'Cause sometimes you hear'em when the night times comes creeping
And you fear that they might catch you a-sleeping
And you jump from yer bed, from yer last chapter of dreamin'
And you can't remember for the best of yer thinking
If that was you in the dream that was screaming
And you know that it's something special you're needin'
And you know that there's no drug that'll do for the healin'
And no liquor in the land to stop yer brain from bleeding
And you need something special
Yeah, you need something special all right
You need a fast flying train on a tornado track
To shoot you someplace and shoot you back
You need a cyclone wind on a stream engine howler
That's been banging and booming and blowing forever
That knows yer troubles a hundred times over
You need a Greyhound bus that don't bar no race
That won't laugh at yer looks
Your voice or your face
And by any number of bets in the book
Will be rolling long after the bubblegum craze
You need something to open up a new door
To show you something you seen before
But overlooked a hundred times or more
You need something to open your eyes
You need something to make it known
That it's you and no one else that owns
That spot that yer standing, that space that you're sitting
That the world ain't got you beat
That it ain't got you licked
It can't get you crazy no matter how many
Times you might get kicked
You need something special all right
You need something special to give you hope
But hope's just a word
That maybe you said or maybe you heard
On some windy corner 'round a wide-angled curve
But that's what you need man, and you need it bad
And yer trouble is you know it too good
'Cause you look an' you start getting the chills
'Cause you can't find it on a dollar bill
And it ain't on Macy's window sill
And it ain't on no rich kid's road map
And it ain't in no fat kid's fraternity house
And it ain't made in no Hollywood wheat germ
And it ain't on that dimlit stage
With that half-wit comedian on it
Ranting and raving and taking yer money
And you think it's funny
No you can't find it in no night club or no yacht club
And it ain't in the seats of a supper club
And sure as hell you're bound to tell
That no matter how hard you rub
You just ain't a-gonna find it on yer ticket stub
No, and it ain't in the rumors people're tellin' you
And it ain't in the pimple-lotion people are sellin' you
And it ain't in no cardboard-box house
Or down any movie star's blouse
And you can't find it on the golf course
And Uncle Remus can't tell you and neither can Santa Claus
And it ain't in the cream puff hair-do or cotton candy clothes
And it ain't in the dime store dummies or bubblegum goons
And it ain't in the marshmallow noises of the chocolate cake voices
That come knockin' and tappin' in Christmas wrappin'
Sayin' ain't I pretty and ain't I cute and look at my skin
Look at my skin shine, look at my skin glow
Look at my skin laugh, look at my skin cry
When you can't even sense if they got any insides
These people so pretty in their ribbons and bows
No you'll not now or no other day
Find it on the doorsteps made out-a paper mache
And inside it the people made of molasses
That every other day buy a new pair of sunglasses
And it ain't in the fifty-star generals and flipped-out phonies
Who'd turn yuh in for a tenth of a penny
Who breathe and burp and bend and crack
And before you can count from one to ten
Do it all over again but this time behind yer back
My friend
The ones that wheel and deal and whirl and twirl
And play games with each other in their sand-box world
And you can't find it either in the no-talent fools
That run around gallant
And make all rules for the ones that got talent
And it ain't in the ones that ain't got any talent but think they do
And think they're foolin' you
The ones who jump on the wagon
Just for a while cause they know it's in style
To get their kicks, get out of it quick
And make all kinds of money and chicks
And you yell to yourself and you throw down yer hat
Sayin', ""Christ do I gotta be like that
Ain't there no one here that knows where I'm at
Ain't there no one here that knows how I feel
Good God Almighty
THAT STUFF AIN'T REAL""
No but that ain't yer game, it ain't yer race
You can't hear yer name, you can't see yer face
You gotta look some other place
And where do you look for this hope that yer seekin'
Where do you look for this lamp that's a-burnin'
Where do you look for this oil well gushin'
Where do you look for this candle that's glowin'
Where do you look for this hope that you know is there
And out there somewhere
And your feet can only walk down two kinds of roads
Your eyes can only look through two kinds of windows
Your nose can only smell two kinds of hallways
You can touch and twist
And turn two kinds of doorknobs
You can either go to the church of your choice
Or you can go to Brooklyn State Hospital
You'll find God in the church of your choice
You'll find Woody Guthrie in Brooklyn State Hospital
And though it's only my opinion
I may be right or wrong
You'll find them both
In the Grand Canyon
At sundown"
124,124,124,Man in the Long Black Coat,,"Crickets are chirping, the water is high
There’s a soft cotton dress on the line hangin’ dry
Window wide open, African trees
Bent over backwards from a hurricane breeze
Not a word of goodbye, not even a note
She gone with the man
In the long black coat
Somebody seen him hanging around
At the old dance hall on the outskirts of town
He looked into her eyes when she stopped him to ask
If he wanted to dance, he had a face like a mask
Somebody said from the Bible he’d quote
There was dust on the man
In the long black coat
Preacher was a talkin’, there’s a sermon he gave
He said every man’s conscience is vile and depraved
You cannot depend on it to be your guide
When it’s you who must keep it satisfied
It ain’t easy to swallow, it sticks in the throat
She gave her heart to the man
In the long black coat
There are no mistakes in life some people say
It is true sometimes you can see it that way
But people don't live or die, people just float
She went with the man
In the long black coat
There’s smoke on the water, it’s been there since June
Tree trunks uprooted, 'neath the high crescent moon
Feel the pulse and vibration and the rumbling force
Somebody is out there beating a dead horse
She never said nothing, there was nothing she wrote
She gone with the man
In the long black coat"
125,125,125,Gotta Serve Somebody,,"You may be an ambassador to England or France
You may like to gamble, you might like to dance
You may be the heavyweight champion of the world
You may be a socialite with a long string of pearls
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
You might be a rock ’n’ roll addict prancing on the stage
You might have drugs at your command, women in a cage
You may be a business man or some high-degree thief
They may call you Doctor or they may call you Chief
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
You may be a state trooper, you might be a young Turk
You may be the head of some big TV network
You may be rich or poor, you may be blind or lame
You may be living in another country under another name
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
You may be a construction worker working on a home
You may be living in a mansion or you might live in a dome
You might own guns and you might even own tanks
You might be somebody’s landlord, you might even own banks
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
You may be a preacher with your spiritual pride
You may be a city councilman taking bribes on the side
You may be working in a barbershop
You may know how to cut hair
You may be somebody’s mistress, may be somebody’s heir
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
Might like to wear cotton, might like to wear silk
Might like to drink whiskey, might like to drink milk
You might like to eat caviar, you might like to eat bread
You may be sleeping on the floor, sleeping in a king-sized bed
But you’re going to have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody
You may call me Terry, you may call me Timmy
You may call me Bobby, you may call me Zimmy
You may call me R.J., you may call me Ray
You may call me anything but no matter what you say
You're still gonna have to serve somebody, yes indeed
You’re going to have to serve somebody
Well, it may be the devil or it may be the Lord
But you’re going to have to serve somebody"
126,126,126,If Not for You,,"If not for you
Babe, I couldn’t find the door
Couldn’t even see the floor
I’d be sad and blue
If not for you
If not for you
Babe, I’d lay awake all night
Wait for the morning light
To shine in through
But it would not be new
If not for you
If not for you, my sky would fall
Rain would gather too
Without your love, I’d be nowhere at all
I’d be lost if not for you
And you know it’s true
If not for you, my sky would fall
Rain would gather too
Without your love, I’d be nowhere at all
Oh, what would I do
If not for you
If not for you
Winter would have no spring
Couldn’t hear the robin sing
I just wouldn’t have a clue
Anyway it wouldn’t ring true
If not for you
If not for you
If not for you
If not for you
If not for you"
127,127,127,I Dreamed I Saw St. Augustine,,"I dreamed I saw St. Augustine
Alive as you or me
Tearing through these quarters
In the utmost misery
With a blanket underneath his arm
And a coat of solid gold
Searching for the very souls
Whom already have been sold
“Arise, arise,” he cried so loud
With a voice without restraint
“Come out, ye gifted kings and queens
And hear my sad complaint
No martyr is among ye now
Whom you can call your own
But go on your way accordingly
But know you’re not alone”
I dreamed I saw St. Augustine
Alive with fiery breath
And I dreamed I was amongst the ones
That put him out to death
Oh, I awoke in anger
So alone and terrified
I put my fingers against the glass
And bowed my head and cried"
128,128,128,Motorpsycho Nightmare,,"I pounded on a farmhouse
Looking for a place to stay
I was mighty, mighty tired
I'd come a long, long way
I said, “Hey, hey, in there
Is there anybody home?”
I was standin' on the steps
Feeling most alone
When out comes a farmer
He must've thought that I was nuts
He immediate looked at me
And stuck a gun into my guts
I fell down
To my bended knees
Saying, “I dig farmers
Don’t shoot me, please!”
He cocked his rifle
And begin to shout
“Are you that travelin' salesman
That I have heard about”
I said, “No! No! No!
I’m a doctor and it’s true
I’m a clean-cut kid
And I been to college, too”
Then in comes his daughter
Whose name was Rita
She looked like she stepped out of
La Dolce Vita
I immediately tried to cool it
With her dad
And told him what a
Nice, pretty farm he had
He said, “What do doctors
Know about farms, pray tell?”
I said, “I's born
At the bottom of a wishing well”
Well, by the dirt 'neath my nails
I guess he knew I wouldn’t lie
He said “I guess you’re tired”
He said it kind of sly
I said, “Yes, ten thousand miles
Today I drove”
He said, “I got a bed for you
Underneath the stove
Just one condition
You can go to sleep right now
That you don’t touch my daughter
And in the morning, milk the cows”
I was sleeping like a rat
When I heard something jerkin’
There stood Rita
Looking just like Tony Perkins
She said, “Would you like to take a shower?
I’ll show you up to the door”
I said, “Oh, no! no!
I’ve been through this movie before”
I knew I had to split
But I did not know how
When she said
“Would you like to take that shower, now?”
Well, I couldn’t leave
Unless the old man chased me out
Because I’d already promised
That I’d milk his cows
I had to say somethin'
To strike him very weird
So I yelled out
“I like Fidel Castro and his beard”
Rita looked offended
But she got out of the way
As he came charging down the stairs
Sayin', “What’s that I heard you say?”
I said, “I like Fidel Castro
I think you heard me right”
And I ducked as he swung
At me with all his might
Rita mumbled somethin'
'bout her mother on the hill
As his fist it hit the icebox
He said he’s gonna kill me
If I don’t get out the door
In two seconds flat
“You unpatriotic
Rotten doctor Commie rat”
Well, he threw a Reader’s Digest
At my head and I did run
I did a somersault
As I seen him get his gun
And crashed through the window
At a hundred miles an hour
And landed fully blast
In his garden flowers
Rita said, “Come back!”
As he started to load
The sun was coming up
And I was running down the road
Well, I don’t figure I’ll be back
There for a spell
Even though Rita moved away
And got a job in a motel
He still waits for me
Constant, on the sly
He wants to turn me in
To the F.B.I
Me, I romp and stomping
Thankful as I romp
Without freedom of speech
I might be in the swamp"
